sample_id	splice_id	gene_symbol	gene_tpm	preference	psi	dpsi	mean_ctrl	std_dev_ctrl	count_ctrl	domain_type	domain_coverage	domain_overlap_start	domain_overlap_end	Brain - Cortex_avg	Brain - Cortex_stdev	Brain - Cerebellum_avg	Brain - Cerebellum_stdev	Brain - Frontal Cortex (BA9)_avg	Brain - Frontal Cortex (BA9)_stdev	Brain - Caudate (basal ganglia)_avg	Brain - Caudate (basal ganglia)_stdev	Brain - Nucleus accumbens (basal ganglia)_avg	Brain - Nucleus accumbens (basal ganglia)_stdev	Brain - Putamen (basal ganglia)_avg	Brain - Putamen (basal ganglia)_stdev	Brain - Hypothalamus_avg	Brain - Hypothalamus_stdev	Brain - Spinal cord (cervical c-1)_avg	Brain - Spinal cord (cervical c-1)_stdev	Brain - Hippocampus_avg	Brain - Hippocampus_stdev	Brain - Anterior cingulate cortex (BA24)_avg	Brain - Anterior cingulate cortex (BA24)_stdev	Brain - Substantia nigra_avg	Brain - Substantia nigra_stdev	Brain - Amygdala_avg	Brain - Amygdala_stdev	cohort.x	Forebrain_4 Week Post Conception_avg	Forebrain_4 Week Post Conception_stdev	Forebrain_5 Week Post Conception_avg	Forebrain_5 Week Post Conception_stdev	Forebrain_6 Week Post Conception_avg	Forebrain_6 Week Post Conception_stdev	Forebrain_7 Week Post Conception_avg	Forebrain_7 Week Post Conception_stdev	Forebrain_8 Week Post Conception_avg	Forebrain_8 Week Post Conception_stdev	Forebrain_9 Week Post Conception_avg	Forebrain_9 Week Post Conception_stdev	Forebrain_10 Week Post Conception_avg	Forebrain_10 Week Post Conception_stdev	Forebrain_11 Week Post Conception_avg	Forebrain_11 Week Post Conception_stdev	Forebrain_12 Week Post Conception_avg	Forebrain_12 Week Post Conception_stdev	Forebrain_13 Week Post Conception_avg	Forebrain_13 Week Post Conception_stdev	Forebrain_16 Week Post Conception_avg	Forebrain_16 Week Post Conception_stdev	Forebrain_18 Week Post Conception_avg	Forebrain_18 Week Post Conception_stdev	Forebrain_19 Week Post Conception_avg	Forebrain_19 Week Post Conception_stdev	Forebrain_Neonate_avg	Forebrain_Neonate_stdev	Forebrain_Infant_avg	Forebrain_Infant_stdev	Forebrain_Toddler_avg	Forebrain_Toddler_stdev	Forebrain_School Age Child_avg	Forebrain_School Age Child_stdev	Forebrain_Adolescent_avg	Forebrain_Adolescent_stdev	Forebrain_Young Adult_avg	Forebrain_Young Adult_stdev	Forebrain_Middle Adult_avg	Forebrain_Middle Adult_stdev	Forebrain_Elderly_avg	Forebrain_Elderly_stdev	Hindbrain_4 Week Post Conception_avg	Hindbrain_4 Week Post Conception_stdev	Hindbrain_5 Week Post Conception_avg	Hindbrain_5 Week Post Conception_stdev	Hindbrain_6 Week Post Conception_avg	Hindbrain_6 Week Post Conception_stdev	Hindbrain_7 Week Post Conception_avg	Hindbrain_7 Week Post Conception_stdev	Hindbrain_8 Week Post Conception_avg	Hindbrain_8 Week Post Conception_stdev	Hindbrain_9 Week Post Conception_avg	Hindbrain_9 Week Post Conception_stdev	Hindbrain_10 Week Post Conception_avg	Hindbrain_10 Week Post Conception_stdev	Hindbrain_11 Week Post Conception_avg	Hindbrain_11 Week Post Conception_stdev	Hindbrain_12 Week Post Conception_avg	Hindbrain_12 Week Post Conception_stdev	Hindbrain_13 Week Post Conception_avg	Hindbrain_13 Week Post Conception_stdev	Hindbrain_16 Week Post Conception_avg	Hindbrain_16 Week Post Conception_stdev	Hindbrain_18 Week Post Conception_avg	Hindbrain_18 Week Post Conception_stdev	Hindbrain_19 Week Post Conception_avg	Hindbrain_19 Week Post Conception_stdev	Hindbrain_Neonate_avg	Hindbrain_Neonate_stdev	Hindbrain_Infant_avg	Hindbrain_Infant_stdev	Hindbrain_Toddler_avg	Hindbrain_Toddler_stdev	Hindbrain_School Age Child_avg	Hindbrain_School Age Child_stdev	Hindbrain_Adolescent_avg	Hindbrain_Adolescent_stdev	Hindbrain_Young Adult_avg	Hindbrain_Young Adult_stdev	Hindbrain_Middle Adult_avg	Hindbrain_Middle Adult_stdev	Hindbrain_Elderly_avg	Hindbrain_Elderly_stdev	pediatrics_avg	pediatrics_stdev	SRR26129178	SRR26129084	SRR26129078	SRR26129066	SRR26129123	cohort.y
BS_4C6B11E4	chr1:NFASC_205002596-205002748_204988632-204988806_205009556-205009688_+	NFASC	26.6	Skipping	0.066	-0.5114000000000001	0.5774	0.06083420090705556	5	EC	100	205002595	205002748	0.6679	0.2117	0.8671	0.1377	0.7669	0.1232	0.3442	0.2673	0.3796	0.1647	0.2947	0.2089	0.5962	0.2666	0.0457	0.0471	0.4996	0.15310000000000001	0.6772	0.2482	0.3893	0.2223	0.0847	0.042	gtex	NA	NA	NA	NA	NA	NA	0.1617	0.0934	0.618	0.1669	NA	NA	NA	NA	0.219	0.0438	NA	NA	0.5213	0.0808	0.7055	0.1138	NA	NA	0.4757	0.2197	0.511	0.285	NA	NA	0.75	0.3536	NA	NA	NA	NA	0.6707	0.09	0.811	0.0311	NA	NA	0.1017	0.0665	0.2395	0.0021	0.193	0.1496	0.256	0.0832	0.5597	0.1805	NA	NA	0.7645	0.111	0.7735	0.0927	0.9013	0.048	0.795	0.1204	0.7675	0.0573	NA	NA	NA	NA	0.4993	0.1382	0.7305	0.0544	0.9565	0.0615	0.8713	0.0656	0.9325	0.09	0.8564	0.0224	0.8715	0.0813	NA	NA	0.4016	0.3457	0.65	0	0.826	0.754	0	pediatrics
BS_4FSWWNAK	chr1:NFASC_205002596-205002748_204988632-204988806_205009556-205009688_+	NFASC	21.28	Skipping	0.031	-0.5464	0.5774	0.06083420090705556	5	EC	100	205002595	205002748	0.6679	0.2117	0.8671	0.1377	0.7669	0.1232	0.3442	0.2673	0.3796	0.1647	0.2947	0.2089	0.5962	0.2666	0.0457	0.0471	0.4996	0.15310000000000001	0.6772	0.2482	0.3893	0.2223	0.0847	0.042	gtex	NA	NA	NA	NA	NA	NA	0.1617	0.0934	0.618	0.1669	NA	NA	NA	NA	0.219	0.0438	NA	NA	0.5213	0.0808	0.7055	0.1138	NA	NA	0.4757	0.2197	0.511	0.285	NA	NA	0.75	0.3536	NA	NA	NA	NA	0.6707	0.09	0.811	0.0311	NA	NA	0.1017	0.0665	0.2395	0.0021	0.193	0.1496	0.256	0.0832	0.5597	0.1805	NA	NA	0.7645	0.111	0.7735	0.0927	0.9013	0.048	0.795	0.1204	0.7675	0.0573	NA	NA	NA	NA	0.4993	0.1382	0.7305	0.0544	0.9565	0.0615	0.8713	0.0656	0.9325	0.09	0.8564	0.0224	0.8715	0.0813	NA	NA	0.4016	0.3457	0.65	0	0.826	0.754	0	pediatrics
BS_4KNBXM3C	chr1:NFASC_205002596-205002748_204988632-204988806_205009556-205009688_+	NFASC	32.45	Skipping	0.027	-0.5504	0.5774	0.06083420090705556	5	EC	100	205002595	205002748	0.6679	0.2117	0.8671	0.1377	0.7669	0.1232	0.3442	0.2673	0.3796	0.1647	0.2947	0.2089	0.5962	0.2666	0.0457	0.0471	0.4996	0.15310000000000001	0.6772	0.2482	0.3893	0.2223	0.0847	0.042	gtex	NA	NA	NA	NA	NA	NA	0.1617	0.0934	0.618	0.1669	NA	NA	NA	NA	0.219	0.0438	NA	NA	0.5213	0.0808	0.7055	0.1138	NA	NA	0.4757	0.2197	0.511	0.285	NA	NA	0.75	0.3536	NA	NA	NA	NA	0.6707	0.09	0.811	0.0311	NA	NA	0.1017	0.0665	0.2395	0.0021	0.193	0.1496	0.256	0.0832	0.5597	0.1805	NA	NA	0.7645	0.111	0.7735	0.0927	0.9013	0.048	0.795	0.1204	0.7675	0.0573	NA	NA	NA	NA	0.4993	0.1382	0.7305	0.0544	0.9565	0.0615	0.8713	0.0656	0.9325	0.09	0.8564	0.0224	0.8715	0.0813	NA	NA	0.4016	0.3457	0.65	0	0.826	0.754	0	pediatrics
BS_4QW2S1Q8	chr1:NFASC_205002596-205002748_204988632-204988806_205009556-205009688_+	NFASC	27.25	Skipping	0.131	-0.4464	0.5774	0.06083420090705556	5	EC	100	205002595	205002748	0.6679	0.2117	0.8671	0.1377	0.7669	0.1232	0.3442	0.2673	0.3796	0.1647	0.2947	0.2089	0.5962	0.2666	0.0457	0.0471	0.4996	0.15310000000000001	0.6772	0.2482	0.3893	0.2223	0.0847	0.042	gtex	NA	NA	NA	NA	NA	NA	0.1617	0.0934	0.618	0.1669	NA	NA	NA	NA	0.219	0.0438	NA	NA	0.5213	0.0808	0.7055	0.1138	NA	NA	0.4757	0.2197	0.511	0.285	NA	NA	0.75	0.3536	NA	NA	NA	NA	0.6707	0.09	0.811	0.0311	NA	NA	0.1017	0.0665	0.2395	0.0021	0.193	0.1496	0.256	0.0832	0.5597	0.1805	NA	NA	0.7645	0.111	0.7735	0.0927	0.9013	0.048	0.795	0.1204	0.7675	0.0573	NA	NA	NA	NA	0.4993	0.1382	0.7305	0.0544	0.9565	0.0615	0.8713	0.0656	0.9325	0.09	0.8564	0.0224	0.8715	0.0813	NA	NA	0.4016	0.3457	0.65	0	0.826	0.754	0	pediatrics
BS_4T0HQ9QF	chr1:NFASC_205002596-205002748_204988632-204988806_205009556-205009688_+	NFASC	15.96	Skipping	0	-0.5774	0.5774	0.06083420090705556	5	EC	100	205002595	205002748	0.6679	0.2117	0.8671	0.1377	0.7669	0.1232	0.3442	0.2673	0.3796	0.1647	0.2947	0.2089	0.5962	0.2666	0.0457	0.0471	0.4996	0.15310000000000001	0.6772	0.2482	0.3893	0.2223	0.0847	0.042	gtex	NA	NA	NA	NA	NA	NA	0.1617	0.0934	0.618	0.1669	NA	NA	NA	NA	0.219	0.0438	NA	NA	0.5213	0.0808	0.7055	0.1138	NA	NA	0.4757	0.2197	0.511	0.285	NA	NA	0.75	0.3536	NA	NA	NA	NA	0.6707	0.09	0.811	0.0311	NA	NA	0.1017	0.0665	0.2395	0.0021	0.193	0.1496	0.256	0.0832	0.5597	0.1805	NA	NA	0.7645	0.111	0.7735	0.0927	0.9013	0.048	0.795	0.1204	0.7675	0.0573	NA	NA	NA	NA	0.4993	0.1382	0.7305	0.0544	0.9565	0.0615	0.8713	0.0656	0.9325	0.09	0.8564	0.0224	0.8715	0.0813	NA	NA	0.4016	0.3457	0.65	0	0.826	0.754	0	pediatrics
BS_51RA1PGE	chr1:NFASC_205002596-205002748_204988632-204988806_205009556-205009688_+	NFASC	23.19	Skipping	0.021	-0.5564	0.5774	0.06083420090705556	5	EC	100	205002595	205002748	0.6679	0.2117	0.8671	0.1377	0.7669	0.1232	0.3442	0.2673	0.3796	0.1647	0.2947	0.2089	0.5962	0.2666	0.0457	0.0471	0.4996	0.15310000000000001	0.6772	0.2482	0.3893	0.2223	0.0847	0.042	gtex	NA	NA	NA	NA	NA	NA	0.1617	0.0934	0.618	0.1669	NA	NA	NA	NA	0.219	0.0438	NA	NA	0.5213	0.0808	0.7055	0.1138	NA	NA	0.4757	0.2197	0.511	0.285	NA	NA	0.75	0.3536	NA	NA	NA	NA	0.6707	0.09	0.811	0.0311	NA	NA	0.1017	0.0665	0.2395	0.0021	0.193	0.1496	0.256	0.0832	0.5597	0.1805	NA	NA	0.7645	0.111	0.7735	0.0927	0.9013	0.048	0.795	0.1204	0.7675	0.0573	NA	NA	NA	NA	0.4993	0.1382	0.7305	0.0544	0.9565	0.0615	0.8713	0.0656	0.9325	0.09	0.8564	0.0224	0.8715	0.0813	NA	NA	0.4016	0.3457	0.65	0	0.826	0.754	0	pediatrics
BS_58AJ8F56	chr1:NFASC_205002596-205002748_204988632-204988806_205009556-205009688_+	NFASC	44.24	Skipping	0.077	-0.5004000000000001	0.5774	0.06083420090705556	5	EC	100	205002595	205002748	0.6679	0.2117	0.8671	0.1377	0.7669	0.1232	0.3442	0.2673	0.3796	0.1647	0.2947	0.2089	0.5962	0.2666	0.0457	0.0471	0.4996	0.15310000000000001	0.6772	0.2482	0.3893	0.2223	0.0847	0.042	gtex	NA	NA	NA	NA	NA	NA	0.1617	0.0934	0.618	0.1669	NA	NA	NA	NA	0.219	0.0438	NA	NA	0.5213	0.0808	0.7055	0.1138	NA	NA	0.4757	0.2197	0.511	0.285	NA	NA	0.75	0.3536	NA	NA	NA	NA	0.6707	0.09	0.811	0.0311	NA	NA	0.1017	0.0665	0.2395	0.0021	0.193	0.1496	0.256	0.0832	0.5597	0.1805	NA	NA	0.7645	0.111	0.7735	0.0927	0.9013	0.048	0.795	0.1204	0.7675	0.0573	NA	NA	NA	NA	0.4993	0.1382	0.7305	0.0544	0.9565	0.0615	0.8713	0.0656	0.9325	0.09	0.8564	0.0224	0.8715	0.0813	NA	NA	0.4016	0.3457	0.65	0	0.826	0.754	0	pediatrics
BS_5965SFPZ	chr1:NFASC_205002596-205002748_204988632-204988806_205009556-205009688_+	NFASC	164.07	Skipping	0.002	-0.5754	0.5774	0.06083420090705556	5	EC	100	205002595	205002748	0.6679	0.2117	0.8671	0.1377	0.7669	0.1232	0.3442	0.2673	0.3796	0.1647	0.2947	0.2089	0.5962	0.2666	0.0457	0.0471	0.4996	0.15310000000000001	0.6772	0.2482	0.3893	0.2223	0.0847	0.042	gtex	NA	NA	NA	NA	NA	NA	0.1617	0.0934	0.618	0.1669	NA	NA	NA	NA	0.219	0.0438	NA	NA	0.5213	0.0808	0.7055	0.1138	NA	NA	0.4757	0.2197	0.511	0.285	NA	NA	0.75	0.3536	NA	NA	NA	NA	0.6707	0.09	0.811	0.0311	NA	NA	0.1017	0.0665	0.2395	0.0021	0.193	0.1496	0.256	0.0832	0.5597	0.1805	NA	NA	0.7645	0.111	0.7735	0.0927	0.9013	0.048	0.795	0.1204	0.7675	0.0573	NA	NA	NA	NA	0.4993	0.1382	0.7305	0.0544	0.9565	0.0615	0.8713	0.0656	0.9325	0.09	0.8564	0.0224	0.8715	0.0813	NA	NA	0.4016	0.3457	0.65	0	0.826	0.754	0	pediatrics
BS_5PXZ8F7W	chr1:NFASC_205002596-205002748_204988632-204988806_205009556-205009688_+	NFASC	24.19	Skipping	0.013	-0.5644	0.5774	0.06083420090705556	5	EC	100	205002595	205002748	0.6679	0.2117	0.8671	0.1377	0.7669	0.1232	0.3442	0.2673	0.3796	0.1647	0.2947	0.2089	0.5962	0.2666	0.0457	0.0471	0.4996	0.15310000000000001	0.6772	0.2482	0.3893	0.2223	0.0847	0.042	gtex	NA	NA	NA	NA	NA	NA	0.1617	0.0934	0.618	0.1669	NA	NA	NA	NA	0.219	0.0438	NA	NA	0.5213	0.0808	0.7055	0.1138	NA	NA	0.4757	0.2197	0.511	0.285	NA	NA	0.75	0.3536	NA	NA	NA	NA	0.6707	0.09	0.811	0.0311	NA	NA	0.1017	0.0665	0.2395	0.0021	0.193	0.1496	0.256	0.0832	0.5597	0.1805	NA	NA	0.7645	0.111	0.7735	0.0927	0.9013	0.048	0.795	0.1204	0.7675	0.0573	NA	NA	NA	NA	0.4993	0.1382	0.7305	0.0544	0.9565	0.0615	0.8713	0.0656	0.9325	0.09	0.8564	0.0224	0.8715	0.0813	NA	NA	0.4016	0.3457	0.65	0	0.826	0.754	0	pediatrics
BS_68KX6A42	chr1:NFASC_205002596-205002748_204988632-204988806_205009556-205009688_+	NFASC	41.9	Skipping	0.018	-0.5594	0.5774	0.06083420090705556	5	EC	100	205002595	205002748	0.6679	0.2117	0.8671	0.1377	0.7669	0.1232	0.3442	0.2673	0.3796	0.1647	0.2947	0.2089	0.5962	0.2666	0.0457	0.0471	0.4996	0.15310000000000001	0.6772	0.2482	0.3893	0.2223	0.0847	0.042	gtex	NA	NA	NA	NA	NA	NA	0.1617	0.0934	0.618	0.1669	NA	NA	NA	NA	0.219	0.0438	NA	NA	0.5213	0.0808	0.7055	0.1138	NA	NA	0.4757	0.2197	0.511	0.285	NA	NA	0.75	0.3536	NA	NA	NA	NA	0.6707	0.09	0.811	0.0311	NA	NA	0.1017	0.0665	0.2395	0.0021	0.193	0.1496	0.256	0.0832	0.5597	0.1805	NA	NA	0.7645	0.111	0.7735	0.0927	0.9013	0.048	0.795	0.1204	0.7675	0.0573	NA	NA	NA	NA	0.4993	0.1382	0.7305	0.0544	0.9565	0.0615	0.8713	0.0656	0.9325	0.09	0.8564	0.0224	0.8715	0.0813	NA	NA	0.4016	0.3457	0.65	0	0.826	0.754	0	pediatrics
BS_6DCSD5Y6	chr1:NFASC_205002596-205002748_204988632-204988806_205009556-205009688_+	NFASC	57.43	Skipping	0.031	-0.5464	0.5774	0.06083420090705556	5	EC	100	205002595	205002748	0.6679	0.2117	0.8671	0.1377	0.7669	0.1232	0.3442	0.2673	0.3796	0.1647	0.2947	0.2089	0.5962	0.2666	0.0457	0.0471	0.4996	0.15310000000000001	0.6772	0.2482	0.3893	0.2223	0.0847	0.042	gtex	NA	NA	NA	NA	NA	NA	0.1617	0.0934	0.618	0.1669	NA	NA	NA	NA	0.219	0.0438	NA	NA	0.5213	0.0808	0.7055	0.1138	NA	NA	0.4757	0.2197	0.511	0.285	NA	NA	0.75	0.3536	NA	NA	NA	NA	0.6707	0.09	0.811	0.0311	NA	NA	0.1017	0.0665	0.2395	0.0021	0.193	0.1496	0.256	0.0832	0.5597	0.1805	NA	NA	0.7645	0.111	0.7735	0.0927	0.9013	0.048	0.795	0.1204	0.7675	0.0573	NA	NA	NA	NA	0.4993	0.1382	0.7305	0.0544	0.9565	0.0615	0.8713	0.0656	0.9325	0.09	0.8564	0.0224	0.8715	0.0813	NA	NA	0.4016	0.3457	0.65	0	0.826	0.754	0	pediatrics
BS_6H4Q24WA	chr1:NFASC_205002596-205002748_204988632-204988806_205009556-205009688_+	NFASC	188.24	Skipping	0.043	-0.5344	0.5774	0.06083420090705556	5	EC	100	205002595	205002748	0.6679	0.2117	0.8671	0.1377	0.7669	0.1232	0.3442	0.2673	0.3796	0.1647	0.2947	0.2089	0.5962	0.2666	0.0457	0.0471	0.4996	0.15310000000000001	0.6772	0.2482	0.3893	0.2223	0.0847	0.042	gtex	NA	NA	NA	NA	NA	NA	0.1617	0.0934	0.618	0.1669	NA	NA	NA	NA	0.219	0.0438	NA	NA	0.5213	0.0808	0.7055	0.1138	NA	NA	0.4757	0.2197	0.511	0.285	NA	NA	0.75	0.3536	NA	NA	NA	NA	0.6707	0.09	0.811	0.0311	NA	NA	0.1017	0.0665	0.2395	0.0021	0.193	0.1496	0.256	0.0832	0.5597	0.1805	NA	NA	0.7645	0.111	0.7735	0.0927	0.9013	0.048	0.795	0.1204	0.7675	0.0573	NA	NA	NA	NA	0.4993	0.1382	0.7305	0.0544	0.9565	0.0615	0.8713	0.0656	0.9325	0.09	0.8564	0.0224	0.8715	0.0813	NA	NA	0.4016	0.3457	0.65	0	0.826	0.754	0	pediatrics
BS_6M2053M0	chr1:NFASC_205002596-205002748_204988632-204988806_205009556-205009688_+	NFASC	57.49	Skipping	0	-0.5774	0.5774	0.06083420090705556	5	EC	100	205002595	205002748	0.6679	0.2117	0.8671	0.1377	0.7669	0.1232	0.3442	0.2673	0.3796	0.1647	0.2947	0.2089	0.5962	0.2666	0.0457	0.0471	0.4996	0.15310000000000001	0.6772	0.2482	0.3893	0.2223	0.0847	0.042	gtex	NA	NA	NA	NA	NA	NA	0.1617	0.0934	0.618	0.1669	NA	NA	NA	NA	0.219	0.0438	NA	NA	0.5213	0.0808	0.7055	0.1138	NA	NA	0.4757	0.2197	0.511	0.285	NA	NA	0.75	0.3536	NA	NA	NA	NA	0.6707	0.09	0.811	0.0311	NA	NA	0.1017	0.0665	0.2395	0.0021	0.193	0.1496	0.256	0.0832	0.5597	0.1805	NA	NA	0.7645	0.111	0.7735	0.0927	0.9013	0.048	0.795	0.1204	0.7675	0.0573	NA	NA	NA	NA	0.4993	0.1382	0.7305	0.0544	0.9565	0.0615	0.8713	0.0656	0.9325	0.09	0.8564	0.0224	0.8715	0.0813	NA	NA	0.4016	0.3457	0.65	0	0.826	0.754	0	pediatrics
BS_6SY64H5J	chr1:NFASC_205002596-205002748_204988632-204988806_205009556-205009688_+	NFASC	128.73	Skipping	0.024	-0.5534	0.5774	0.06083420090705556	5	EC	100	205002595	205002748	0.6679	0.2117	0.8671	0.1377	0.7669	0.1232	0.3442	0.2673	0.3796	0.1647	0.2947	0.2089	0.5962	0.2666	0.0457	0.0471	0.4996	0.15310000000000001	0.6772	0.2482	0.3893	0.2223	0.0847	0.042	gtex	NA	NA	NA	NA	NA	NA	0.1617	0.0934	0.618	0.1669	NA	NA	NA	NA	0.219	0.0438	NA	NA	0.5213	0.0808	0.7055	0.1138	NA	NA	0.4757	0.2197	0.511	0.285	NA	NA	0.75	0.3536	NA	NA	NA	NA	0.6707	0.09	0.811	0.0311	NA	NA	0.1017	0.0665	0.2395	0.0021	0.193	0.1496	0.256	0.0832	0.5597	0.1805	NA	NA	0.7645	0.111	0.7735	0.0927	0.9013	0.048	0.795	0.1204	0.7675	0.0573	NA	NA	NA	NA	0.4993	0.1382	0.7305	0.0544	0.9565	0.0615	0.8713	0.0656	0.9325	0.09	0.8564	0.0224	0.8715	0.0813	NA	NA	0.4016	0.3457	0.65	0	0.826	0.754	0	pediatrics
BS_6WP1FHTE	chr1:NFASC_205002596-205002748_204988632-204988806_205009556-205009688_+	NFASC	27.48	Skipping	0.02799999999999999	-0.5494	0.5774	0.06083420090705556	5	EC	100	205002595	205002748	0.6679	0.2117	0.8671	0.1377	0.7669	0.1232	0.3442	0.2673	0.3796	0.1647	0.2947	0.2089	0.5962	0.2666	0.0457	0.0471	0.4996	0.15310000000000001	0.6772	0.2482	0.3893	0.2223	0.0847	0.042	gtex	NA	NA	NA	NA	NA	NA	0.1617	0.0934	0.618	0.1669	NA	NA	NA	NA	0.219	0.0438	NA	NA	0.5213	0.0808	0.7055	0.1138	NA	NA	0.4757	0.2197	0.511	0.285	NA	NA	0.75	0.3536	NA	NA	NA	NA	0.6707	0.09	0.811	0.0311	NA	NA	0.1017	0.0665	0.2395	0.0021	0.193	0.1496	0.256	0.0832	0.5597	0.1805	NA	NA	0.7645	0.111	0.7735	0.0927	0.9013	0.048	0.795	0.1204	0.7675	0.0573	NA	NA	NA	NA	0.4993	0.1382	0.7305	0.0544	0.9565	0.0615	0.8713	0.0656	0.9325	0.09	0.8564	0.0224	0.8715	0.0813	NA	NA	0.4016	0.3457	0.65	0	0.826	0.754	0	pediatrics
BS_75YRDXET	chr1:NFASC_205002596-205002748_204988632-204988806_205009556-205009688_+	NFASC	91.27	Skipping	0.021	-0.5564	0.5774	0.06083420090705556	5	EC	100	205002595	205002748	0.6679	0.2117	0.8671	0.1377	0.7669	0.1232	0.3442	0.2673	0.3796	0.1647	0.2947	0.2089	0.5962	0.2666	0.0457	0.0471	0.4996	0.15310000000000001	0.6772	0.2482	0.3893	0.2223	0.0847	0.042	gtex	NA	NA	NA	NA	NA	NA	0.1617	0.0934	0.618	0.1669	NA	NA	NA	NA	0.219	0.0438	NA	NA	0.5213	0.0808	0.7055	0.1138	NA	NA	0.4757	0.2197	0.511	0.285	NA	NA	0.75	0.3536	NA	NA	NA	NA	0.6707	0.09	0.811	0.0311	NA	NA	0.1017	0.0665	0.2395	0.0021	0.193	0.1496	0.256	0.0832	0.5597	0.1805	NA	NA	0.7645	0.111	0.7735	0.0927	0.9013	0.048	0.795	0.1204	0.7675	0.0573	NA	NA	NA	NA	0.4993	0.1382	0.7305	0.0544	0.9565	0.0615	0.8713	0.0656	0.9325	0.09	0.8564	0.0224	0.8715	0.0813	NA	NA	0.4016	0.3457	0.65	0	0.826	0.754	0	pediatrics
BS_7GJT4A6A	chr1:NFASC_205002596-205002748_204988632-204988806_205009556-205009688_+	NFASC	36.47	Skipping	0.044	-0.5334	0.5774	0.06083420090705556	5	EC	100	205002595	205002748	0.6679	0.2117	0.8671	0.1377	0.7669	0.1232	0.3442	0.2673	0.3796	0.1647	0.2947	0.2089	0.5962	0.2666	0.0457	0.0471	0.4996	0.15310000000000001	0.6772	0.2482	0.3893	0.2223	0.0847	0.042	gtex	NA	NA	NA	NA	NA	NA	0.1617	0.0934	0.618	0.1669	NA	NA	NA	NA	0.219	0.0438	NA	NA	0.5213	0.0808	0.7055	0.1138	NA	NA	0.4757	0.2197	0.511	0.285	NA	NA	0.75	0.3536	NA	NA	NA	NA	0.6707	0.09	0.811	0.0311	NA	NA	0.1017	0.0665	0.2395	0.0021	0.193	0.1496	0.256	0.0832	0.5597	0.1805	NA	NA	0.7645	0.111	0.7735	0.0927	0.9013	0.048	0.795	0.1204	0.7675	0.0573	NA	NA	NA	NA	0.4993	0.1382	0.7305	0.0544	0.9565	0.0615	0.8713	0.0656	0.9325	0.09	0.8564	0.0224	0.8715	0.0813	NA	NA	0.4016	0.3457	0.65	0	0.826	0.754	0	pediatrics
BS_7WM3MNZ0	chr1:NFASC_205002596-205002748_204988632-204988806_205009556-205009688_+	NFASC	23.16	Skipping	0.034	-0.5434	0.5774	0.06083420090705556	5	EC	100	205002595	205002748	0.6679	0.2117	0.8671	0.1377	0.7669	0.1232	0.3442	0.2673	0.3796	0.1647	0.2947	0.2089	0.5962	0.2666	0.0457	0.0471	0.4996	0.15310000000000001	0.6772	0.2482	0.3893	0.2223	0.0847	0.042	gtex	NA	NA	NA	NA	NA	NA	0.1617	0.0934	0.618	0.1669	NA	NA	NA	NA	0.219	0.0438	NA	NA	0.5213	0.0808	0.7055	0.1138	NA	NA	0.4757	0.2197	0.511	0.285	NA	NA	0.75	0.3536	NA	NA	NA	NA	0.6707	0.09	0.811	0.0311	NA	NA	0.1017	0.0665	0.2395	0.0021	0.193	0.1496	0.256	0.0832	0.5597	0.1805	NA	NA	0.7645	0.111	0.7735	0.0927	0.9013	0.048	0.795	0.1204	0.7675	0.0573	NA	NA	NA	NA	0.4993	0.1382	0.7305	0.0544	0.9565	0.0615	0.8713	0.0656	0.9325	0.09	0.8564	0.0224	0.8715	0.0813	NA	NA	0.4016	0.3457	0.65	0	0.826	0.754	0	pediatrics
BS_862NMAR7	chr1:NFASC_205002596-205002748_204988632-204988806_205009556-205009688_+	NFASC	88.77	Skipping	0.011	-0.5664	0.5774	0.06083420090705556	5	EC	100	205002595	205002748	0.6679	0.2117	0.8671	0.1377	0.7669	0.1232	0.3442	0.2673	0.3796	0.1647	0.2947	0.2089	0.5962	0.2666	0.0457	0.0471	0.4996	0.15310000000000001	0.6772	0.2482	0.3893	0.2223	0.0847	0.042	gtex	NA	NA	NA	NA	NA	NA	0.1617	0.0934	0.618	0.1669	NA	NA	NA	NA	0.219	0.0438	NA	NA	0.5213	0.0808	0.7055	0.1138	NA	NA	0.4757	0.2197	0.511	0.285	NA	NA	0.75	0.3536	NA	NA	NA	NA	0.6707	0.09	0.811	0.0311	NA	NA	0.1017	0.0665	0.2395	0.0021	0.193	0.1496	0.256	0.0832	0.5597	0.1805	NA	NA	0.7645	0.111	0.7735	0.0927	0.9013	0.048	0.795	0.1204	0.7675	0.0573	NA	NA	NA	NA	0.4993	0.1382	0.7305	0.0544	0.9565	0.0615	0.8713	0.0656	0.9325	0.09	0.8564	0.0224	0.8715	0.0813	NA	NA	0.4016	0.3457	0.65	0	0.826	0.754	0	pediatrics
